,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
,"This fire looks like it is intense, out of hand, and caused so much suffering in its wake, I feel pity for the people who have to deal with it.",People are always looking to find a solution to a problem.,,"This fire looks like it is intense, out of hand, and caused so much suffering in its wake, I feel pity for the people who have to deal with it.",,People are always looking to find a solution to a problem.
,This must be a terrible job. Hope they are safe doing whatever they are doing.,There is a fire but no one got seriously injured.,,This must be a terrible job. Hope they are safe doing whatever they are doing.,,There is a fire but no one got seriously injured.
,This looks like a very crazy wildfire,It seems like nobody is hurt in the pic.,,This looks like a very crazy wildfire,,It seems like nobody is hurt in the pic.
,Fire and devastation. They are in deep trouble.,People are doing their jobs in wake of disaster,,Fire and devastation. They are in deep trouble.,,People are doing their jobs in wake of disaster
,How awful they look badly burned!,The people are protected by fire suits in this situation.,,How awful they look badly burned!,,The people are protected by fire suits in this situation.
,Looks like a big fire. I hope there are no dead people found.,"A fire going on, maybe in california.",,Looks like a big fire. I hope there are no dead people found.,,"A fire going on, maybe in california."
,lokks from a movie,Maybe it’s scientists studying volcanoes,,lokks from a movie,,Maybe it’s scientists studying volcanoes
,Looks like it was a disaster and this crew searches for clues to why,Firefighters are working hard to extinguish a fire and cause less damage.,,Looks like it was a disaster and this crew searches for clues to why,,Firefighters are working hard to extinguish a fire and cause less damage.
,Fire and danger.  I feel hot and distressed,These are scientists investigating scene of crime.,,Fire and danger.  I feel hot and distressed,,These are scientists investigating scene of crime.
,This looks very dangerous and hot. Not sure if it's a natural disaster,heros,,This looks very dangerous and hot. Not sure if it's a natural disaster,,heros
,That looks scary. There's a fire. I wonder why the men are wearing those suits,These workers have the situation under control and have a plan to minimize the damage an,,That looks scary. There's a fire. I wonder why the men are wearing those suits,,These workers have the situation under control and have a plan to minimize the damage an
,"scary,",The light in this photograph is really cool and pretty,,"scary,",,The light in this photograph is really cool and pretty
,sad wildfire or volcano situation,Trying to clean up a chemical spill that happen by acc,,sad wildfire or volcano situation,,Trying to clean up a chemical spill that happen by acc
,looks like a chemical burn at least they have protective gear,"The fire was cleaning the cominated area, just as they had hoped.",,looks like a chemical burn at least they have protective gear,,"The fire was cleaning the cominated area, just as they had hoped."
,I don't know what is happening here.,This is a dangerous job. But at least its a job.,,I don't know what is happening here.,,This is a dangerous job. But at least its a job.
,Looks like a massive fire ...lots of smoke,These hazmat guys are cleaning up hazardous materials that would ruin the environment,,Looks like a massive fire ...lots of smoke,,These hazmat guys are cleaning up hazardous materials that would ruin the environment
,disgusting abuse of the environment,They have been fighting a fire that got out of,,disgusting abuse of the environment,,They have been fighting a fire that got out of
,"hazardous ,","This looks like a dangerous situation, but perhaps it could be a good thing - that they're stopping a fire from moving.",,"hazardous ,",,"This looks like a dangerous situation, but perhaps it could be a good thing - that they're stopping a fire from moving."
,Oh this looks bad. like something exploded. Or maybe erupted like a volcano.,oil spills are dangerous yet can be mopped up,,Oh this looks bad. like something exploded. Or maybe erupted like a volcano.,,oil spills are dangerous yet can be mopped up
,"They look like aliens. They must be looking for something, however it looks scary.",These are brave men with courageous careers!,,"They look like aliens. They must be looking for something, however it looks scary.",,These are brave men with courageous careers!
